loan_amount,term_months,interest_rate,installment,annual_income,dti_ratio,fico_score,employment_length,open_credit_lines,revol_util,credit_history_years,num_delinquencies,home_ownership_encoded,loan_purpose_encoded,state_encoded,default
50600.0,36,12.12,603.39,81000.0,18.97,601,1,2,36.28,26,0,1,6,47,1
32300.0,60,1.91,391.84,72000.0,12.7,674,6,9,18.47,16,1,1,7,1,0
41000.0,36,15.27,165.48,75000.0,22.06,593,7,8,60.75,28,1,2,8,38,1
20000.0,36,14.3,535.31,25000.0,27.07,699,5,11,48.45,1,0,1,4,35,0
32800.0,36,10.28,627.17,36000.0,18.54,610,10,8,18.44,24,0,0,5,21,0
31900.0,36,8.17,1048.44,30000.0,14.56,564,7,4,27.18,6,4,0,6,24,1
3300.0,36,10.54,732.17,55000.0,15.31,741,0,5,25.42,28,3,2,4,16,0
44600.0,60,3.23,528.09,55000.0,17.85,659,9,11,39.32,11,1,2,0,15,0
12700.0,36,2.1,77.67,49000.0,22.88,786,6,2,33.91,4,3,2,1,47,0
28200.0,60,5.02,219.26,20000.0,32.23,701,3,13,57.58,29,0,0,1,25,0
44500.0,60,17.89,541.11,72000.0,1.69,639,9,5,50.09,17,2,2,4,3,1
1500.0,60,7.9,161.99,39000.0,10.51,688,1,11,37.08,3,1,2,5,16,0
12400.0,36,5.16,779.48,23000.0,43.61,744,7,10,56.21,24,3,2,1,7,0
65200.0,60,24.46,853.49,75000.0,14.89,669,6,8,45.46,29,1,1,3,10,1
37000.0,60,17.77,561.91,76000.0,4.12,643,2,10,45.14,23,1,2,6,36,1
10500.0,60,1.69,347.96,53000.0,34.43,685,4,8,73.51,21,1,2,1,18,0
11300.0,36,9.97,552.91,45000.0,6.8,716,5,7,43.88,18,1,1,0,10,1
33700.0,60,4.38,284.23,35000.0,18.85,702,1,13,95.38,28,2,0,7,1,1
33600.0,60,11.46,313.88,98000.0,39.45,572,0,1,35.25,8,0,0,0,20,0
33800.0,36,10.43,604.1,49000.0,3.86,636,10,9,73.5,25,0,1,3,13,0
11700.0,36,6.43,368.33,44000.0,48.49,833,3,9,47.68,26,0,0,6,2,1
9100.0,36,13.05,319.28,78000.0,11.41,596,1,14,62.02,26,1,1,8,25,1
21500.0,60,4.45,160.55,38000.0,9.75,622,2,4,45.79,18,1,2,9,40,0
2800.0,36,10.46,600.98,69000.0,6.84,689,0,10,45.08,15,2,2,2,10,0
65000.0,60,17.29,443.93,89000.0,6.74,643,2,7,23.75,12,2,1,8,44,1
35300.0,36,19.73,1057.62,39000.0,0.89,556,3,4,51.03,8,1,1,8,5,0
42700.0,60,8.63,695.67,46000.0,10.45,620,3,8,14.62,4,1,2,2,27,0
38800.0,60,7.48,757.72,35000.0,34.29,586,3,4,90.27,23,1,1,3,18,0
25200.0,36,7.79,441.54,56000.0,13.64,769,7,3,43.27,9,3,2,0,38,0
24900.0,60,13.22,254.7,66000.0,5.09,685,1,4,55.43,8,2,0,6,30,0
14800.0,60,6.89,511.06,50000.0,26.65,760,9,5,55.36,4,3,2,0,36,0
26900.0,36,11.45,779.36,18000.0,28.95,761,5,14,27.58,19,2,1,1,43,0
34500.0,36,10.37,333.53,42000.0,5.51,643,9,6,50.96,14,0,2,3,36,0
20300.0,36,13.86,177.34,64000.0,17.14,702,5,13,60.33,3,1,1,1,13,0
2900.0,60,3.51,27.68,35000.0,26.74,633,4,4,26.14,3,2,2,0,21,1
41800.0,60,6.89,243.1,45000.0,22.28,593,3,8,73.24,15,0,1,9,33,0
7600.0,60,9.61,912.86,28000.0,28.74,701,1,6,54.52,20,1,1,0,33,0
36100.0,36,14.85,776.32,60000.0,19.18,699,3,8,19.31,23,1,0,0,45,0
2200.0,36,5.95,864.14,56000.0,20.2,702,1,10,24.94,2,1,0,2,27,0
49600.0,36,17.84,766.02,86000.0,4.36,577,10,2,36.32,15,2,0,4,41,0
8200.0,60,6.47,399.32,42000.0,18.06,629,6,13,76.96,12,0,0,4,20,0
16900.0,36,15.04,1123.22,37000.0,27.17,584,0,5,58.69,29,2,1,4,37,0
24100.0,36,10.43,314.5,46000.0,13.66,726,3,2,49.74,5,0,1,5,40,0
31500.0,36,7.9,967.95,55000.0,40.36,786,1,10,1.25,26,2,1,2,45,0
28400.0,36,11.33,904.73,23000.0,36.27,741,3,8,7.91,14,1,0,8,19,0
48000.0,36,12.7,178.41,67000.0,7.9,652,8,3,32.54,22,1,1,7,8,1
41200.0,36,10.42,632.23,38000.0,19.25,599,1,13,54.19,20,1,2,8,40,0
40600.0,36,7.46,646.49,68000.0,25.29,741,6,10,38.29,4,0,1,3,38,1
56300.0,60,11.97,338.62,56000.0,15.8,678,7,4,38.74,15,0,0,7,38,0
20200.0,36,3.98,496.18,43000.0,32.27,739,8,12,18.48,29,0,2,8,31,0
33400.0,36,4.84,649.81,50000.0,52.79,762,1,9,48.99,16,0,1,9,20,0
19400.0,36,13.43,856.18,72000.0,2.93,720,3,11,58.82,18,3,1,8,7,0
23200.0,36,16.39,207.32,76000.0,10.73,601,9,4,47.22,20,3,1,8,2,1
56300.0,60,11.96,584.45,44000.0,22.2,574,7,13,31.82,8,0,2,6,39,0
12600.0,60,6.42,305.98,32000.0,49.14,794,2,1,49.34,23,0,2,0,49,1
20500.0,36,18.21,594.33,3000.0,35.6,634,2,12,56.65,18,0,0,5,42,0
19400.0,36,14.71,364.87,78000.0,9.2,648,3,13,40.45,8,0,2,1,14,1
1000.0,60,3.19,676.75,51000.0,24.84,700,0,14,33.64,20,2,1,4,9,0
12900.0,60,9.89,1058.07,33000.0,46.03,729,2,3,54.5,5,0,1,6,15,0
84100.0,60,22.47,724.97,97000.0,12.09,610,0,1,42.31,10,0,2,6,2,1
26500.0,60,9.84,855.9,62000.0,2.01,681,9,1,34.07,21,1,2,1,28,0
24300.0,36,6.48,128.95,42000.0,10.63,651,8,13,29.88,20,0,0,2,21,1
15700.0,60,9.7,608.55,29000.0,47.03,736,7,11,0.0,21,0,2,6,13,0
52700.0,36,7.8,1100.93,56000.0,26.81,611,10,2,24.11,14,1,2,0,7,0
47700.0,36,7.95,337.61,95000.0,11.28,544,0,5,57.5,1,0,1,2,19,0
3400.0,36,7.44,365.43,45000.0,28.63,694,0,8,49.06,17,1,1,4,26,0
42200.0,60,21.62,641.14,73000.0,2.4,643,4,14,56.66,7,3,0,3,3,0
10500.0,60,9.49,501.75,38000.0,40.46,796,8,13,63.34,27,0,0,0,34,0
29200.0,36,5.65,374.17,65000.0,0.36,708,2,7,43.46,29,2,2,1,33,1
12800.0,60,4.32,996.51,62000.0,35.79,799,1,12,47.67,5,1,1,5,42,0
41700.0,36,9.91,460.09,71000.0,11.46,710,8,6,37.82,12,1,1,7,40,1
42200.0,36,13.37,976.67,34000.0,12.25,642,7,5,42.38,5,1,2,6,45,0
33900.0,60,5.89,914.92,68000.0,8.67,665,2,5,8.52,26,2,2,0,28,0
10400.0,36,12.4,1273.39,63000.0,7.83,681,8,10,28.04,13,1,0,7,8,0
32900.0,60,12.13,770.26,74000.0,22.77,553,4,3,37.25,22,0,0,5,19,1
3800.0,36,5.46,364.62,78000.0,14.43,701,5,4,34.39,4,2,0,6,27,1
6700.0,60,9.14,47.2,63000.0,27.2,713,3,14,37.26,15,1,0,0,28,1
68400.0,60,13.3,150.26,76000.0,16.33,633,7,14,0.0,24,1,2,9,5,1
32900.0,36,12.8,533.32,56000.0,15.69,596,1,7,51.76,26,0,1,7,31,0
3000.0,60,7.78,519.67,57000.0,19.3,742,8,14,56.61,4,0,2,0,22,0
30800.0,36,9.79,291.61,29000.0,28.8,812,8,8,11.42,24,0,2,8,28,1
8800.0,60,3.81,869.96,34000.0,61.51,817,4,11,65.93,29,0,2,8,25,0
30100.0,36,6.93,938.22,16000.0,53.67,678,6,13,69.57,29,2,1,0,6,0
13700.0,36,8.46,1103.49,56000.0,47.85,728,7,3,39.62,29,1,0,1,7,0
6600.0,36,7.66,1134.31,54000.0,14.47,706,0,9,38.01,3,1,1,4,32,0
53000.0,60,9.34,445.67,63000.0,0.85,408,5,3,33.3,22,1,1,6,31,0
11100.0,36,4.0,252.08,50000.0,49.05,765,10,1,63.49,9,0,1,9,19,1
27600.0,60,9.01,324.6,24000.0,18.13,645,9,7,22.11,3,2,2,4,49,0
19100.0,60,20.8,582.78,27000.0,2.99,699,10,4,37.23,19,2,2,3,45,0
59100.0,60,14.29,224.04,80000.0,2.91,632,1,13,29.1,21,0,2,1,27,1
49100.0,36,20.18,904.34,60000.0,13.68,659,1,13,39.07,24,1,2,8,24,0
21400.0,60,8.24,35.9,51000.0,5.26,722,0,11,39.47,16,1,0,5,3,0
34900.0,36,8.07,338.18,28000.0,30.18,719,6,9,27.9,7,1,2,9,13,0
27100.0,60,12.07,55.25,35000.0,31.87,789,7,3,40.56,3,1,2,5,28,1
30800.0,60,17.63,255.87,76000.0,9.7,701,6,6,45.69,4,1,0,5,11,1
39900.0,60,15.12,1288.39,40000.0,7.09,659,2,3,34.34,8,3,0,3,16,0
3000.0,60,10.55,961.25,62000.0,26.53,688,5,4,68.89,23,0,1,1,47,0
50300.0,36,11.96,453.16,62000.0,30.05,741,9,12,48.76,13,0,0,6,5,1
28600.0,60,17.13,861.37,31000.0,18.85,671,4,5,59.21,13,2,1,1,25,0
8600.0,36,11.01,1045.91,19000.0,37.68,630,2,11,13.78,9,1,2,9,8,0
23400.0,60,11.89,113.89,27000.0,8.38,713,8,14,69.94,23,1,2,0,10,0
24200.0,36,5.48,801.23,69000.0,23.73,636,8,7,49.82,7,1,0,2,1,0
25300.0,36,12.9,92.3,70000.0,10.75,555,9,5,38.43,22,2,1,7,12,1
22900.0,36,4.87,460.49,45000.0,22.84,721,4,4,64.25,12,0,1,0,9,1
13400.0,36,7.14,989.7,46000.0,19.13,634,9,13,7.0,4,0,2,2,44,0
26900.0,36,13.51,608.16,42000.0,13.4,673,9,8,58.32,2,0,1,2,7,0
4000.0,36,7.64,951.02,47000.0,40.0,718,5,3,65.39,13,0,2,7,38,0
9700.0,36,10.86,1047.44,17000.0,39.21,649,9,10,42.91,29,1,2,6,14,0
2200.0,60,6.05,156.45,46000.0,24.61,765,10,14,50.23,7,6,0,4,35,0
29100.0,60,9.45,222.04,60000.0,5.95,637,0,14,14.33,19,1,1,5,32,0
57800.0,60,8.66,37.73,15000.0,27.44,757,0,5,34.79,29,0,0,9,17,1
45900.0,60,14.32,529.76,33000.0,20.25,656,1,10,35.55,14,1,1,4,28,0
9700.0,60,12.11,996.06,41000.0,17.26,766,8,7,41.77,22,1,2,6,0,0
75800.0,60,7.14,417.38,87000.0,12.8,592,7,3,40.69,24,0,2,3,2,1
72200.0,60,17.12,61.4,74000.0,0.91,678,5,4,28.18,23,2,0,8,24,1
29100.0,36,20.31,946.31,27000.0,31.11,736,5,12,24.54,18,0,2,5,6,0
26400.0,36,3.96,954.18,44000.0,44.65,715,7,12,66.59,24,1,2,2,26,0
23900.0,60,9.89,48.65,53000.0,10.45,691,4,1,40.13,8,2,2,3,13,0
8900.0,36,18.32,1253.56,31000.0,15.11,638,0,13,61.31,26,1,0,4,45,0
50800.0,60,8.41,667.18,33000.0,15.97,651,1,14,4.7,5,1,0,2,25,0
26400.0,36,6.66,490.33,45000.0,27.52,670,7,3,14.17,26,0,1,5,13,0
6500.0,36,11.8,185.98,61000.0,2.47,582,0,5,26.02,14,2,2,6,45,1
65800.0,36,11.52,193.1,53000.0,9.16,656,5,6,56.82,1,2,0,6,4,0
14500.0,36,4.45,382.97,43000.0,32.84,696,5,1,35.13,26,0,2,7,29,1
37500.0,60,15.6,769.1,25000.0,19.98,517,3,12,63.15,2,5,0,6,3,0
38900.0,36,7.41,575.36,54000.0,14.43,779,4,8,26.4,22,1,0,0,19,0
46400.0,60,12.3,131.09,45000.0,5.67,711,5,14,32.06,9,0,0,4,9,1
16400.0,60,3.23,187.83,72000.0,6.57,701,10,7,26.32,22,0,2,1,22,0
5300.0,36,5.61,645.72,65000.0,14.55,768,4,4,24.04,18,0,0,4,21,0
20100.0,60,3.56,222.82,66000.0,14.19,814,1,2,5.26,17,0,2,8,3,0
64700.0,36,0.74,307.93,51000.0,23.33,593,5,3,13.68,15,0,0,7,8,0
44900.0,36,6.27,410.83,80000.0,3.65,646,3,2,17.16,1,1,1,2,23,0
14200.0,36,5.14,762.77,81000.0,14.09,826,3,12,38.65,7,4,0,7,3,0
70500.0,60,15.08,661.35,53000.0,18.0,615,5,9,21.89,29,0,2,5,32,0
17300.0,36,6.64,805.73,32000.0,40.17,785,7,3,66.37,2,0,0,1,32,0
19300.0,60,2.84,796.68,28000.0,55.35,690,3,14,26.62,11,2,0,7,0,1
50100.0,60,5.41,55.25,40000.0,10.2,723,4,6,70.93,21,1,1,6,14,1
19600.0,60,15.24,869.19,41000.0,23.91,537,3,12,27.87,11,3,0,2,34,0
13800.0,60,12.57,511.69,92000.0,31.97,639,9,12,55.06,11,1,2,7,11,0
15200.0,36,10.93,308.15,72000.0,14.24,678,4,4,47.99,20,3,2,3,2,0
43200.0,60,5.41,19.04,40000.0,12.4,630,10,3,52.77,19,1,2,3,34,1
17300.0,60,10.47,493.97,25000.0,34.44,731,5,4,0.0,11,1,2,9,17,0
15600.0,60,5.81,1193.53,61000.0,33.78,761,7,4,53.59,9,1,0,7,4,0
25000.0,36,3.87,1172.93,35000.0,59.71,745,0,9,37.85,3,3,2,4,25,0
23000.0,60,15.03,479.25,46000.0,18.4,587,0,11,51.7,15,2,1,0,18,0
11600.0,36,12.76,577.44,3000.0,36.35,743,3,13,74.06,14,2,2,1,46,1
29500.0,36,6.87,759.05,43000.0,31.25,640,8,6,33.59,28,1,0,5,47,0
38500.0,36,18.1,742.67,62000.0,8.07,681,8,4,0.0,18,2,2,3,1,0
27200.0,60,9.05,55.74,32000.0,38.08,830,0,8,49.3,16,1,0,7,9,1
36200.0,36,6.06,321.78,45000.0,35.23,754,7,14,44.99,23,0,0,6,43,1
49800.0,36,16.33,480.27,14000.0,37.75,548,8,11,62.06,3,0,0,3,9,0
30300.0,36,9.07,966.18,29000.0,34.17,668,6,14,37.58,23,0,2,2,40,0
44000.0,36,16.91,65.85,74000.0,3.26,695,0,4,37.54,25,1,2,5,15,1
43100.0,60,8.81,366.73,93000.0,17.44,704,2,11,38.63,22,0,0,3,2,1
16700.0,36,6.04,476.31,32000.0,47.66,895,10,13,51.82,18,0,0,0,46,0
38800.0,60,3.34,273.83,59000.0,4.12,621,8,14,35.65,22,1,2,5,27,0
1900.0,36,4.1,510.42,58000.0,21.01,674,5,6,45.42,20,0,0,5,43,0
8500.0,60,10.96,242.1,25000.0,21.23,634,5,14,50.95,5,1,2,6,2,1
19900.0,60,9.44,696.32,13000.0,35.63,602,6,5,18.53,5,2,2,0,10,0
12000.0,36,1.48,794.39,30000.0,46.32,763,5,13,28.27,22,0,2,0,38,0
55300.0,60,7.48,37.93,57000.0,9.72,650,3,1,40.98,18,1,2,0,40,0
30700.0,60,10.86,255.68,47000.0,12.26,716,0,3,80.21,5,1,1,3,15,0
28900.0,60,11.19,788.26,26000.0,34.17,792,3,6,32.1,25,1,1,4,30,0
24900.0,36,17.41,681.75,8000.0,9.21,768,0,7,24.03,26,3,0,9,45,1
32500.0,36,17.98,608.53,20000.0,32.25,677,3,13,41.62,10,0,0,6,13,0
20800.0,36,8.45,685.82,75000.0,10.39,641,6,6,45.62,5,3,2,9,35,0
43000.0,36,12.67,1179.13,97000.0,2.52,610,3,5,51.42,24,0,1,9,32,0
12400.0,36,18.72,854.09,48000.0,5.27,512,4,14,57.55,19,1,1,0,15,0
40300.0,60,13.75,524.6,54000.0,10.7,613,6,11,33.65,14,1,1,6,41,0
28400.0,60,12.42,800.57,24000.0,41.38,712,2,1,43.34,26,3,2,1,33,0
6600.0,60,11.67,469.65,92000.0,2.43,724,4,3,71.26,12,1,0,5,10,1
30500.0,36,15.68,1222.83,79000.0,9.12,604,2,13,32.0,13,1,1,8,35,0
31100.0,60,7.98,886.63,19000.0,59.17,779,8,2,34.97,23,1,0,1,37,0
30300.0,60,10.72,969.46,19000.0,57.79,745,7,2,58.41,20,1,2,6,26,0
50100.0,36,13.35,870.07,78000.0,18.42,615,8,12,39.86,20,2,0,3,32,0
47700.0,60,8.31,363.47,40000.0,20.19,532,3,6,73.83,14,4,2,3,16,0
25600.0,60,16.23,732.21,49000.0,8.32,612,9,7,65.0,14,1,0,8,31,0
26100.0,60,6.06,322.34,69000.0,2.87,723,8,14,42.12,21,1,0,2,15,0
13000.0,60,12.61,942.3,54000.0,4.09,652,3,4,31.84,14,3,2,1,30,0
30400.0,36,18.47,294.28,74000.0,17.2,627,10,11,36.97,21,0,1,8,33,0
33000.0,60,6.98,284.99,67000.0,10.06,629,2,7,42.44,13,1,0,1,11,1
16700.0,36,5.45,794.71,33000.0,51.29,737,1,8,35.65,27,0,2,0,13,0
15000.0,36,14.29,333.34,7000.0,45.68,720,6,10,49.39,7,1,2,1,24,1
46000.0,60,13.49,127.04,47000.0,2.78,716,2,6,18.0,14,0,0,1,23,1
51900.0,36,10.4,937.34,56000.0,18.05,469,3,4,36.09,19,1,2,7,48,0
23800.0,60,7.45,925.51,59000.0,16.48,650,7,7,53.64,29,3,1,8,28,0
3500.0,36,16.32,940.72,37000.0,16.18,658,4,13,50.38,1,1,2,6,27,0
35500.0,36,5.62,125.02,59000.0,5.96,727,10,14,47.99,20,0,0,1,24,1
53400.0,60,15.72,187.16,78000.0,12.33,614,8,12,66.89,21,2,2,5,31,1
4100.0,36,0.3,924.24,100000.0,14.8,716,7,6,48.5,2,2,2,1,0,0
20700.0,60,1.14,507.13,49000.0,49.03,677,3,9,23.03,16,2,1,7,0,1
32300.0,60,4.56,117.26,80000.0,1.86,715,6,10,37.64,24,0,0,5,13,1
12700.0,36,0.29,864.27,43000.0,66.01,807,8,5,27.07,18,0,0,1,8,1
24900.0,60,8.01,457.15,55000.0,29.09,780,3,2,18.58,10,0,2,9,47,1
40400.0,60,15.96,56.09,108000.0,23.1,629,1,10,35.44,5,2,1,5,2,1
4800.0,36,5.45,222.55,48000.0,9.32,743,1,4,56.1,14,0,2,5,11,1
32900.0,36,15.91,512.59,81000.0,10.7,579,10,8,68.8,16,1,2,3,43,0
9400.0,36,13.36,608.09,17000.0,37.53,684,3,5,21.35,4,4,2,7,43,0
22500.0,36,13.42,334.05,52000.0,7.43,772,7,1,21.65,13,0,1,5,0,1
5400.0,60,6.23,158.14,22000.0,42.18,680,5,8,66.56,14,0,1,9,13,1
3700.0,60,12.49,680.88,60000.0,10.46,636,3,4,100.0,4,1,1,8,38,0
29700.0,36,17.33,1185.24,29000.0,30.7,696,3,13,51.98,11,2,1,0,11,0
26400.0,36,11.42,547.02,26000.0,43.46,512,3,6,14.92,10,2,1,0,25,0
31700.0,36,11.17,20.17,47000.0,22.22,645,7,4,0.0,4,2,1,6,2,1
67500.0,36,12.41,348.73,80000.0,7.89,605,5,11,8.79,14,2,0,7,5,1
1600.0,36,0.65,763.46,61000.0,45.5,742,5,8,29.65,26,1,0,2,40,0
23800.0,36,2.72,669.79,50000.0,35.2,787,0,10,30.13,20,0,0,8,0,0
15900.0,36,4.9,129.81,51000.0,32.8,755,3,10,4.7,28,3,0,9,27,1
4800.0,60,8.2,1053.07,6000.0,55.64,689,2,1,17.0,2,0,2,2,18,0
9900.0,36,9.03,367.12,53000.0,5.05,659,2,10,42.14,20,0,0,9,28,1
38400.0,36,6.7,206.36,27000.0,20.15,758,3,14,40.32,23,0,2,6,16,0
70600.0,36,5.74,297.21,36000.0,32.67,539,9,6,36.45,18,3,1,2,7,0
30000.0,36,13.37,679.1,54000.0,1.54,600,0,7,66.99,29,0,1,5,47,0
57100.0,36,15.25,374.78,80000.0,0.3,568,1,5,46.1,18,0,2,1,33,0
44400.0,60,14.31,669.75,74000.0,8.48,575,8,7,48.3,20,0,2,1,43,0
61900.0,60,13.5,702.43,50000.0,32.04,606,3,4,46.32,5,0,1,7,37,0
45200.0,60,8.39,1289.8,33000.0,50.07,552,2,12,32.67,6,0,2,7,34,0
2400.0,60,5.85,896.01,47000.0,28.4,753,7,5,22.84,26,1,1,3,1,0
49600.0,60,13.34,228.82,43000.0,19.63,582,9,11,45.85,18,1,1,4,20,1
93000.0,60,17.69,580.37,96000.0,20.1,653,10,2,25.85,18,1,2,6,32,1
29000.0,60,7.53,548.77,42000.0,36.22,723,2,6,52.31,8,1,1,0,37,0
17200.0,36,6.39,781.61,27000.0,30.52,534,3,12,56.01,15,0,1,3,35,0
2700.0,60,5.81,23.41,51000.0,16.7,771,5,12,33.92,26,2,0,5,44,0
44000.0,60,16.74,582.0,81000.0,14.44,662,4,6,29.1,24,2,0,6,30,1
7300.0,36,0.63,571.19,62000.0,29.23,625,8,6,52.36,29,3,1,3,0,1
38000.0,36,9.23,34.58,79000.0,5.25,622,5,2,33.3,8,1,2,4,10,0
25400.0,60,4.58,112.82,53000.0,23.24,729,2,11,4.94,17,1,1,8,42,1
15300.0,36,13.49,645.64,18000.0,42.19,725,7,10,25.98,3,2,0,9,24,0
26600.0,60,12.26,827.42,27000.0,29.26,665,4,7,42.84,19,1,0,7,42,0
68000.0,36,9.83,675.36,39000.0,32.84,617,0,2,52.49,17,2,0,4,7,0
22900.0,60,7.6,256.91,44000.0,9.38,702,10,1,16.96,1,1,2,4,37,0
34700.0,60,11.06,92.51,52000.0,11.71,672,10,1,33.17,2,1,0,0,39,1
25800.0,60,4.42,832.47,72000.0,36.63,769,5,12,34.5,10,0,0,6,31,1
15600.0,36,5.35,581.95,45000.0,36.3,658,5,10,13.2,2,0,1,1,28,1
32100.0,36,6.68,543.03,67000.0,8.95,659,8,10,46.98,5,1,1,6,4,0
38400.0,60,13.73,933.19,10000.0,44.39,507,4,8,62.58,11,1,0,8,40,0
5800.0,36,15.0,101.32,111000.0,22.21,626,2,3,42.43,7,0,2,5,43,1
24500.0,36,10.25,535.6,60000.0,2.43,575,1,11,54.92,17,0,1,9,45,0
19400.0,36,10.39,6.76,35000.0,16.35,700,0,9,59.68,19,4,2,6,0,1
47200.0,60,2.72,357.84,46000.0,35.08,715,0,12,44.84,27,0,0,0,4,1
20500.0,36,12.31,976.12,39000.0,25.77,608,2,5,16.78,18,3,1,4,5,0
100.0,60,4.77,600.93,40000.0,33.25,703,3,3,38.58,4,2,1,4,38,0
31300.0,36,11.88,409.04,51000.0,1.14,692,0,11,38.29,11,4,2,7,45,0
5000.0,60,4.63,827.27,71000.0,20.13,800,0,4,48.04,16,1,2,2,14,0
14900.0,36,5.93,544.53,44000.0,39.87,719,1,12,82.7,4,1,0,2,36,0
15800.0,36,8.07,483.22,93000.0,6.0,610,7,12,31.06,1,1,2,1,10,1
13700.0,60,13.21,944.56,60000.0,2.68,740,10,2,45.25,22,1,2,2,20,0
6200.0,36,7.45,186.04,54000.0,17.64,614,6,14,35.32,5,0,2,1,8,1
45500.0,36,7.48,739.06,83000.0,12.69,664,4,8,44.52,25,0,1,0,42,1
1400.0,60,7.04,562.61,43000.0,28.2,819,7,4,65.14,15,3,1,4,10,0
14400.0,36,15.25,603.86,47000.0,6.03,602,0,12,36.32,27,0,2,6,15,0
19600.0,60,6.06,352.64,40000.0,27.72,709,1,14,40.96,23,1,2,5,12,1
7800.0,36,5.87,545.71,71000.0,21.53,686,10,6,41.1,29,0,2,2,18,0
47400.0,60,12.46,791.8,23000.0,39.06,641,9,12,22.15,29,2,2,9,38,0
32000.0,36,5.07,586.36,49000.0,32.55,715,7,1,48.53,29,1,0,2,14,1
66300.0,36,13.63,263.78,81000.0,4.5,628,5,2,27.0,16,0,1,0,39,1
21200.0,60,6.4,960.11,58000.0,34.92,708,7,2,73.02,19,1,2,7,26,1
38800.0,36,10.1,491.41,22000.0,36.66,730,8,7,41.29,26,0,0,7,26,0
14600.0,60,4.92,825.31,28000.0,51.63,624,10,10,32.6,18,2,2,6,6,0
31800.0,60,14.98,1096.5,51000.0,18.34,499,10,12,19.54,13,0,0,2,27,0
58400.0,36,7.43,819.45,38000.0,39.03,624,6,3,41.38,13,0,1,7,40,0
9200.0,36,0.53,859.88,35000.0,38.4,680,8,9,36.89,22,0,1,5,32,0
14000.0,36,7.18,444.99,30000.0,31.32,762,10,9,46.2,8,1,2,8,27,1
13800.0,36,14.43,774.76,50000.0,0.74,592,10,14,30.64,27,0,0,8,4,0
6700.0,36,13.74,1110.46,8000.0,45.34,738,4,4,58.34,27,2,0,0,30,0
7900.0,36,10.25,540.02,31000.0,18.23,587,1,1,84.22,29,0,0,8,23,0
48900.0,36,13.49,1024.13,83000.0,0.18,442,7,5,34.33,11,0,1,8,45,0
6200.0,60,7.36,727.72,53000.0,29.2,794,10,9,12.05,19,3,1,3,2,0
47000.0,36,7.62,425.31,12000.0,23.32,656,2,11,24.74,13,0,0,0,10,0
8700.0,36,6.08,212.24,31000.0,34.62,759,7,13,30.23,6,3,0,4,41,0
11900.0,60,14.6,353.13,83000.0,6.75,628,10,14,25.45,20,1,1,4,47,1
49400.0,60,7.68,660.07,74000.0,14.21,513,8,4,30.71,16,1,0,6,41,0
23800.0,36,15.97,516.42,47000.0,0.31,633,2,2,34.16,23,2,2,4,14,0
26200.0,36,14.61,628.96,25000.0,23.79,638,8,10,49.19,3,2,2,1,47,0
32900.0,36,14.8,938.22,64000.0,0.66,650,0,14,23.78,28,1,1,6,5,0
2900.0,60,5.9,135.01,52000.0,26.14,738,0,4,27.05,27,1,0,9,17,0
7500.0,36,6.57,223.01,54000.0,21.92,725,10,1,29.06,17,1,1,8,3,0
800.0,60,8.87,1683.21,56000.0,44.93,675,9,9,36.02,24,1,1,7,18,0
17700.0,60,7.12,889.32,76000.0,3.07,756,2,2,7.19,26,1,0,9,45,0
3500.0,60,5.84,802.58,61000.0,16.87,803,5,10,11.15,5,3,2,5,9,0
30500.0,36,11.74,296.97,91000.0,13.63,686,0,4,72.47,10,1,1,0,34,0
62500.0,36,14.44,836.66,81000.0,9.27,489,8,7,21.79,26,0,0,8,10,0
28100.0,60,11.18,1031.06,43000.0,27.0,740,2,8,40.35,18,0,2,1,3,0
34700.0,60,9.02,431.4,26000.0,27.35,726,8,7,40.14,8,0,2,6,8,1
8100.0,36,6.73,824.77,21000.0,53.26,748,3,7,43.79,18,1,0,5,10,0
32300.0,36,9.82,1.73,46000.0,8.02,594,7,14,51.3,12,0,1,2,27,1
77700.0,36,17.05,468.17,73000.0,1.5,654,5,10,46.7,5,2,0,4,36,1
3500.0,36,11.88,234.66,32000.0,22.39,739,4,6,34.11,9,4,1,8,24,0
4800.0,60,7.83,1008.35,64000.0,11.4,723,0,13,53.1,15,1,0,2,44,0
54900.0,60,16.94,182.87,85000.0,19.62,583,3,11,38.55,26,1,0,9,3,1
49000.0,36,16.99,335.6,99000.0,23.85,618,6,2,64.05,25,1,2,1,28,1
12900.0,60,4.45,970.39,33000.0,33.91,698,9,4,35.39,10,1,0,3,18,0
34000.0,60,12.31,427.19,65000.0,3.71,534,2,5,39.08,26,1,1,1,22,0
25100.0,60,16.88,1124.79,65000.0,0.93,598,7,14,62.56,17,0,1,4,32,0
28200.0,60,11.75,145.41,35000.0,15.31,762,5,3,28.32,4,2,2,7,35,0
31300.0,60,16.41,156.83,42000.0,25.92,762,2,9,47.68,13,0,0,2,9,0
8000.0,60,8.01,1518.52,55000.0,33.97,714,2,1,75.69,20,2,1,1,26,0
22000.0,36,2.59,807.7,62000.0,36.32,741,8,11,59.18,2,0,0,2,26,0
24200.0,60,5.55,527.04,55000.0,14.58,687,4,5,0.0,13,2,1,2,40,1
62100.0,36,12.97,978.75,41000.0,3.31,752,5,9,55.75,10,1,2,0,21,1
40600.0,36,13.8,872.96,62000.0,0.52,586,4,1,19.53,22,0,0,9,20,0
